geometry,Feature:string,Label:string,Diff Erosion:boolean,Septum:boolean,Too eroded:boolean,Superposition:boolean,Diff Depth:boolean,Second Look:boolean,Radial Ejecta Lobes:boolean
"LINESTRING (54.16741999999999 -56.03251, 54.863549999999975 -56.21924)",polyline,3384-7230,,,,,,,
"LINESTRING (86.88078999999999 -9.29384, 87.08665000000002 -9.69548)",polyline,3385-4356,,,,,,,
"LINESTRING (1.9231100000000083 22.94868, 1.7213100000000168 23.41684)",polyline,3405-4566,,,,,,,
"LINESTRING (137.5932 -8.11112, 137.22108 -7.98672)",polyline,3419-6394,,,,,,,
"LINESTRING (87.79888 -9.72076, 87.62090999999998 -9.34104)",polyline,3439-6020,,,,,,,
"LINESTRING (141.95457 -18.60445, 141.60593 -18.50424)",polyline,3453-4301,,,,,,,
"LINESTRING (141.95457 -18.60445, 142.2906 -18.72261)",polyline,3453-5565,,,,,,,
"LINESTRING (45.52593000000002 21.27517, 45.238200000000006 21.3446)",polyline,3469-4842,,,,,,,
"LINESTRING (143.0883 -22.63895, 143.26714 -22.1895)",polyline,3470-4358,,,,,,,
"LINESTRING (143.0883 -22.63895, 143.47701 -22.86381)",polyline,3470-8344,,,,,,,
"LINESTRING (198.88747 -2.44187, 198.95586 -2.92367)",polyline,3472-4052,,,,,,,
"LINESTRING (61.37335999999999 44.48739, 61.970349999999996 44.44306)",polyline,3482-6205,,,,,,,
"LINESTRING (248.00214 9.05753, 247.92188 9.5)",polyline,3492-7308,,,,,,,
"LINESTRING (91.65616 -35.75003, 91.48653999999999 -36.13701)",polyline,3497-8724,,,,,,,
"LINESTRING (256.33536 -13.99299, 256.51959 -14.29697)",polyline,3500-7174,,,,,,,
"LINESTRING (201.72359 8.73406, 201.79369 9.15455)",polyline,3512-4495,,,,,,,
"LINESTRING (231.31592 0.52664, 230.92236 0.26734)",polyline,3521-5189,,,,,,,
"LINESTRING (345.09378 22.00648, 344.83804 22.4151)",polyline,3538-6612,,,,,,,
"LINESTRING (245.78151 -0.5527, 245.28378 -0.43781)",polyline,3540-4220,,,,,,,
"LINESTRING (43.57670999999999 -23.55891, 43.78208000000001 -23.87146)",polyline,3548-4320,,,,,,,
"LINESTRING (334.81207 32.09512, 335.27243 32.37141)",polyline,3567-4359,,,,,,,
"LINESTRING (227.74675 2.353, 227.3082 2.6038)",polyline,3569-4555,,,,,,,
"LINESTRING (238.82233 -24.51294, 238.60461 -24.21635)",polyline,3575-5084,,,,,,,
"LINESTRING (140.65982 -59.3333, 141.2675 -59.67325)",polyline,3580-3802,,,,,,,
"LINESTRING (169.44118 -57.21511, 168.8287 -57.3361)",polyline,3605-4121,,,,,,,
"LINESTRING (251.9995 3.33735, 252.12823 2.93052)",polyline,3608-8110,,,,,,,
"LINESTRING (206.07817 26.84324, 205.59123 26.6919)",polyline,3614-5160,,,,,,,
"LINESTRING (38.61011000000002 21.53387, 38.202650000000006 21.67609)",polyline,3618-8191,,,,,,,
"LINESTRING (175.08121 -51.30267, 175.09119 -51.0873)",polyline,3630-8298,,,,,,,
"LINESTRING (2.887459999999976 -22.92122, 3.144040000000018 -23.25128)",polyline,3642-5805,,,,,,,
"LINESTRING (2.887459999999976 -22.92122, 2.856870000000015 -22.59071)",polyline,3642-7560,,,,,,,
"LINESTRING (274.52637 47.29656, 275.21582 47.27655)",polyline,3644-4222,,,,,,,
"LINESTRING (259.30768 -25.97945, 259.72501 -26.07626)",polyline,3645-4608,,,,,,,
"LINESTRING (139.07872 -29.3266, 138.5593 -29.273)",polyline,3653-6809,,,,,,,
"LINESTRING (27.671730000000025 27.65531, 27.434829999999977 27.29836)",polyline,3667-7475,,,,,,,
"LINESTRING (128.53194 -17.38017, 128.97574 -17.56381)",polyline,3675-4075,,,,,,,
"LINESTRING (6.058420000000012 25.57205, 5.64609999999999 25.31256)",polyline,3677-6692,,,,,,,
"LINESTRING (266.19867 14.58762, 266.57571 14.33782)",polyline,3690-7090,,,,,,,
"LINESTRING (334.75546 7.95462, 334.47519 7.54021)",polyline,3711-3938,,,,,,,
"LINESTRING (284.96552 -4.8683, 284.97656 -5.10156)",polyline,3718-4723,,,,,,,
"LINESTRING (331.79614 46.30741, 332.146 45.95562)",polyline,3726-5166,,,,,,,
"LINESTRING (331.79614 46.30741, 332.03091 46.45504)",polyline,3726-6451,,,,,,,
"LINESTRING (2.0345100000000116 9.731, 2.384360000000015 10.00646)",polyline,3754-6054,,,,,,,
"LINESTRING (60.395460000000014 23.8094, 60.14420999999999 23.58523)",polyline,3759-8807,,,,,,,
"LINESTRING (207.99757 -52.34794, 207.47693 -52.41145)",polyline,3776-7908,,,,,,,
"LINESTRING (255.26012 -2.00157, 255.24956 -2.36272)",polyline,3794-6235,,,,,,,
"LINESTRING (185.31784 -3.30546, 185.64282 -3.13696)",polyline,3801-8134,,,,,,,
"LINESTRING (47.29766000000001 -45.29009, 46.86304000000001 -45.53712)",polyline,3808-7427,,,,,,,
"LINESTRING (262.19623 37.75574, 262.45187 38.09866)",polyline,3813-6951,,,,,,,
"LINESTRING (284.72995 4.10727, 284.73767 3.81818)",polyline,3818-8521,,,,,,,
"LINESTRING (208.51379 -56.27458, 208.64082 -55.8638)",polyline,3822-4266,,,,,,,
"LINESTRING (47.303139999999985 22.12452, 47.77615000000003 22.2066)",polyline,3829-5545,,,,,,,
"LINESTRING (283.1319 53.07945, 283.11356 53.37514)",polyline,3836-4336,,,,,,,
"LINESTRING (247.69881 -0.04781, 247.34634 0.14453)",polyline,3842-6755,,,,,,,
"LINESTRING (293.29044 10.56796, 292.8313 10.78906)",polyline,3860-4087,,,,,,,
"LINESTRING (350.06558 -21.10195, 350.14209 -20.70255)",polyline,3866-6145,,,,,,,
"LINESTRING (295.16574 39.06197, 294.64719 39.16416)",polyline,3877-8570,,,,,,,
"LINESTRING (326.75317 39.26086, 326.50967 38.89689)",polyline,3880-4548,,,,,,,
"LINESTRING (257.50397 -26.64569, 257.51157 -26.33839)",polyline,3881-6188,,,,,,,
"LINESTRING (208.68494 38.36041, 208.46162 37.97798)",polyline,3883-4397,,,,,,,
"LINESTRING (35.73644999999999 21.6847, 35.907219999999995 22.11864)",polyline,3908-5456,,,,,,,
"LINESTRING (35.73644999999999 21.6847, 35.38290999999998 21.99071)",polyline,3908-5532,,,,,,,
"LINESTRING (334.29492 2.48413, 334.10431 2.88946)",polyline,3911-5623,,,,,,,
"LINESTRING (254.80136 -10.55774, 254.44498 -10.7865)",polyline,3914-4601,,,,,,,
"LINESTRING (145.3777 52.67733, 145.37363 53.14139)",polyline,3919-4753,,,,,,,
"LINESTRING (206.00565 12.67462, 206.34476 12.37538)",polyline,3926-7374,,,,,,,
"LINESTRING (161.31523 36.1334, 161.70467 36.1929)",polyline,3929-7520,,,,,,,
"LINESTRING (118.83946 36.18129, 118.58118000000002 35.8319)",polyline,3944-4613,,,,,,,
"LINESTRING (247.52153 -13.06796, 247.7942 -13.38253)",polyline,3954-7461,,,,,,,
"LINESTRING (325.05569 31.34205, 325.25119 31.0629)",polyline,3960-6437,,,,,,,
"LINESTRING (327.49445 -9.9559, 327.81595 -10.30694)",polyline,4000-4811,,,,,,,
"LINESTRING (44.80957000000001 21.22036, 45.238200000000006 21.3446)",polyline,4002-4842,,,,,,,
"LINESTRING (125.60651000000001 3.90813, 125.95060999999998 3.89007)",polyline,4003-4522,,,,,,,
"LINESTRING (231.08128 3.86986, 231.38248 3.58223)",polyline,4010-7882,,,,,,,
"LINESTRING (11.967429999999979 36.84291, 11.621129999999994 37.19268)",polyline,4033-5192,,,,,,,
"LINESTRING (171.42671 30.85811, 171.32738 31.14081)",polyline,4055-6647,,,,,,,
"LINESTRING (206.49622 16.47877, 206.13103 16.75603)",polyline,4056-5861,,,,,,,
"LINESTRING (156.22853 24.80708, 156.12636 24.47624)",polyline,4106-8354,,,,,,,
"LINESTRING (1.3498200000000224 25.67239, 1.2444300000000226 26.02167)",polyline,4120-8739,,,,,,,
"LINESTRING (173.82426 40.60199, 173.52614 40.28268)",polyline,4125-4570,,,,,,,
"LINESTRING (197.87892 40.64357, 197.89059 40.21105)",polyline,4132-4553,,,,,,,
"LINESTRING (239.71695 -5.08923, 239.77185 -4.77301)",polyline,4144-6009,,,,,,,
"LINESTRING (176.09775 27.36538, 176.57063 27.17397)",polyline,4147-4838,,,,,,,
"LINESTRING (215.327 35.65781, 214.94994 35.85258)",polyline,4167-6008,,,,,,,
"LINESTRING (330.8913 -12.35105, 330.51978 -12.187)",polyline,4168-4976,,,,,,,
"LINESTRING (245.56078 4.77455, 245.85027 4.54237)",polyline,4188-4991,,,,,,,
"LINESTRING (54.569770000000005 22.82047, 54.12993 22.64752)",polyline,4191-4470,,,,,,,
"LINESTRING (232.31339 8.52922, 232.48326 8.2687)",polyline,4203-4415,,,,,,,
"LINESTRING (136.56641 -4.40234, 136.89842 -4.17953)",polyline,4204-8051,,,,,,,
"LINESTRING (187.96976 12.34982, 187.77525 12.0029)",polyline,4212-7873,,,,,,,
"LINESTRING (230.18719 5.94551, 230.13173 5.64559)",polyline,4226-8430,,,,,,,
"LINESTRING (69.52282000000002 -10.47568, 69.61343 -10.03681)",polyline,4229-5880,,,,,,,
"LINESTRING (164.642 14.92188, 164.97911 14.69672)",polyline,4244-8068,,,,,,,
"LINESTRING (176.04765 -49.99393, 176.53357 -50.17766)",polyline,4247-7045,,,,,,,
"LINESTRING (314.61002 50.66137, 314.14566 50.58525)",polyline,4249-7843,,,,,,,
"LINESTRING (4.247149999999976 11.19183, 4.558159999999987 10.91753)",polyline,4273-8058,,,,,,,
"LINESTRING (255.85216 3.174, 255.42155 3.33344)",polyline,4288-4943,,,,,,,
"LINESTRING (114.60975000000002 -57.92083, 114.85236 -58.05756)",polyline,4294-5945,,,,,,,
"LINESTRING (222.35472 36.56914, 222.19368 36.94549)",polyline,4296-4986,,,,,,,
"LINESTRING (163.32445 -13.35637, 163.68649 -13.15456)",polyline,4307-7552,,,,,,,
"LINESTRING (26.58488 20.20216, 26.44382999999999 20.4233)",polyline,4308-7810,,,,,,,
"LINESTRING (274.9696 34.84227, 274.54095 34.75823)",polyline,4310-7970,,,,,,,
"LINESTRING (303.84167 2.03987, 304.09341 1.89124)",polyline,4380-5038,,,,,,,
"LINESTRING (284.71893 6.90606, 284.73975 7.18035)",polyline,4399-4893,,,,,,,
"LINESTRING (42.01310000000001 23.98923, 41.76378 23.65261)",polyline,4403-8563,,,,,,,
"LINESTRING (47.03656000000001 -29.94956, 47.05264999999997 -29.65365)",polyline,4404-4666,,,,,,,
"LINESTRING (342.63763 40.14326, 342.8147 39.73783)",polyline,4409-5207,,,,,,,
"LINESTRING (189.46954 -22.2746, 189.84496 -22.3558)",polyline,4410-7221,,,,,,,
"LINESTRING (108.09105 46.92622, 108.65098999999998 46.86738)",polyline,4419-6119,,,,,,,
"LINESTRING (108.09105 46.92622, 108.18126999999998 46.58395)",polyline,4419-8120,,,,,,,
"LINESTRING (331.68457 9.48568, 331.74826 9.05748)",polyline,4430-8154,,,,,,,
"LINESTRING (286.32474 -3.81029, 286.21838 -4.10697)",polyline,4431-5998,,,,,,,
"LINESTRING (170.25752 31.35451, 169.81625 31.33091)",polyline,4436-8241,,,,,,,
"LINESTRING (186.30228 3.84069, 186.37814 4.24301)",polyline,4442-7740,,,,,,,
"LINESTRING (252.95889 -13.80079, 252.6657 -13.58615)",polyline,4444-7868,,,,,,,
"LINESTRING (60.116330000000005 -50.12927, 59.71895999999998 -49.84241)",polyline,4453-4707,,,,,,,
"LINESTRING (229.04018 7.51854, 228.93713 7.7936)",polyline,4459-6244,,,,,,,
"LINESTRING (86.62685999999997 -51.00512, 86.06407999999999 -51.26842)",polyline,4480-7183,,,,,,,
"LINESTRING (206.09409 -38.99468, 206.58655 -38.76979)",polyline,4484-6389,,,,,,,
"LINESTRING (145.47485 37.58668, 145.74791 37.94133)",polyline,4485-5213,,,,,,,
"LINESTRING (319.65436 47.96567, 319.39099 47.59127)",polyline,4493-5876,,,,,,,
"LINESTRING (281.75299 6.49382, 281.33206 6.41172)",polyline,4505-5057,,,,,,,
"LINESTRING (217.93317 13.69743, 218.42085 13.69584)",polyline,4527-4575,,,,,,,
"LINESTRING (217.93317 13.69743, 217.64409 13.61689)",polyline,4527-7504,,,,,,,
"LINESTRING (129.35185 -13.88159, 129.36079 -13.6444)",polyline,4529-7700,,,,,,,
"LINESTRING (269.19672 -25.30368, 268.8913 -25.13092)",polyline,4532-4729,,,,,,,
"LINESTRING (218.42085 13.69584, 218.61026 13.34817)",polyline,4575-7161,,,,,,,
"LINESTRING (147.68829 -21.51188, 148.13622 -21.55385)",polyline,4584-5230,,,,,,,
"LINESTRING (251.96339 52.0437, 252.49948 52.26903)",polyline,4604-6897,,,,,,,
"LINESTRING (88.98759000000001 53.84922, 89.58523000000002 54.06174)",polyline,4655-7157,,,,,,,
"LINESTRING (333.13489 -31.03408, 333.58246 -30.96692)",polyline,4671-7764,,,,,,,
"LINESTRING (113.35538 34.22432, 113.69825 34.01137)",polyline,4714-7833,,,,,,,
"LINESTRING (190.66814 -40.86311, 190.87675 -41.13478)",polyline,4752-5868,,,,,,,
"LINESTRING (145.37363 53.14139, 145.03615 53.50417)",polyline,4753-8619,,,,,,,
"LINESTRING (253.60779 45.65759, 253.16658 45.5579)",polyline,4765-7029,,,,,,,
"LINESTRING (271.6601 47.54465, 271.57071 47.92011)",polyline,4792-5056,,,,,,,
"LINESTRING (253.9892 -12.39707, 254.13899 -12.83056)",polyline,4797-5448,,,,,,,
"LINESTRING (327.81595 -10.30694, 328.25247 -10.34003)",polyline,4811-5993,,,,,,,
"LINESTRING (327.81595 -10.30694, 328.09402 -9.96008)",polyline,4811-6470,,,,,,,
"LINESTRING (286.4003 -4.71294, 286.42126 -4.52224)",polyline,4821-7472,,,,,,,
"LINESTRING (328.2056 -2.47834, 328.56677 -2.32722)",polyline,4849-4961,,,,,,,
"LINESTRING (268.59973 14.52147, 268.4509 14.90843)",polyline,4858-4947,,,,,,,
"LINESTRING (144.3004 -18.71759, 144.26466 -18.95056)",polyline,4873-6946,,,,,,,
"LINESTRING (34.67570999999998 32.52741, 34.452920000000006 32.27572)",polyline,4878-8480,,,,,,,
"LINESTRING (280.65054 11.56706, 281.09091 11.65767)",polyline,4890-6233,,,,,,,
"LINESTRING (151.88522 -7.11839, 152.07581 -7.36963)",polyline,4905-7015,,,,,,,
"LINESTRING (283.18765 19.50285, 282.80728 19.28646)",polyline,4954-7540,,,,,,,
"LINESTRING (193.41164 -6.08859, 193.58591 -5.76761)",polyline,4956-7623,,,,,,,
"LINESTRING (144.88625 13.00219, 144.75781 12.83301)",polyline,4962-5686,,,,,,,
"LINESTRING (25.766770000000008 21.59685, 26.00639000000001 21.24483)",polyline,4966-6382,,,,,,,
"LINESTRING (25.766770000000008 21.59685, 26.183659999999975 21.56899)",polyline,4966-7468,,,,,,,
"LINESTRING (187.59668 -34.4414, 187.62231 -34.02778)",polyline,4970-5164,,,,,,,
"LINESTRING (291.0795 37.78103, 291.51471 37.55083)",polyline,4972-5795,,,,,,,
"LINESTRING (330.51978 -12.187, 330.51938 -11.88954)",polyline,4976-6972,,,,,,,
"LINESTRING (198.8732 0.08233, 198.58368 0.20966)",polyline,4977-8401,,,,,,,
"LINESTRING (34.85591999999997 37.9483, 35.36225999999999 38.01737)",polyline,5016-7405,,,,,,,
"LINESTRING (291.42035 44.91934, 291.245 44.6595)",polyline,5019-7670,,,,,,,
"LINESTRING (267.34149 22.16815, 267.74176 22.12509)",polyline,5023-6507,,,,,,,
"LINESTRING (89.29201999999998 -16.23376, 88.85491000000002 -16.31003)",polyline,5141-6792,,,,,,,
"LINESTRING (281.78137 55.92964, 281.19373 56.05734)",polyline,5148-8683,,,,,,,
"LINESTRING (187.62231 -34.02778, 187.68289 -33.81438)",polyline,5164-8527,,,,,,,
"LINESTRING (181.88235 -21.33214, 181.8696 -21.77573)",polyline,5184-5745,,,,,,,
"LINESTRING (201.46754 -4.93982, 201.46094 -4.77604)",polyline,5187-5568,,,,,,,
"LINESTRING (294.40872 48.37855, 294.9371 48.126)",polyline,5195-6734,,,,,,,
"LINESTRING (339.90601 44.98591, 340.18234 45.28537)",polyline,5211-8127,,,,,,,
"LINESTRING (252.45871 26.32299, 252.81648 26.03289)",polyline,5214-7059,,,,,,,
"LINESTRING (94.9153 -54.48321, 95.13985000000002 -54.14295)",polyline,5250-5327,,,,,,,
"LINESTRING (154.87434 -29.4451, 154.89511 -29.68028)",polyline,5260-7017,,,,,,,
"LINESTRING (54.916740000000004 3.0663, 54.604840000000024 3.25038)",polyline,5287-6781,,,,,,,
"LINESTRING (66.94072 44.21455, 66.65566000000001 44.00838)",polyline,5293-6101,,,,,,,
"LINESTRING (132.80458 -49.4072, 132.56107 -49.042)",polyline,5317-6790,,,,,,,
"LINESTRING (201.17226 14.55026, 201.17776 14.91353)",polyline,5328-7348,,,,,,,
"LINESTRING (80.1628 -40.71721, 79.62612000000001 -40.77328)",polyline,5332-7614,,,,,,,
"LINESTRING (36.52605 -59.03152, 37.26211000000001 -59.1401)",polyline,5346-8182,,,,,,,
"LINESTRING (206.52446 -36.24228, 206.10126 -36.48042)",polyline,5372-6219,,,,,,,
"LINESTRING (61.81855999999999 21.72584, 62.17714000000001 21.49426)",polyline,5390-5960,,,,,,,
"LINESTRING (314.67978 5.8346, 314.87823 6.19666)",polyline,5401-6314,,,,,,,
"LINESTRING (157.31516 33.25338, 157.0275 32.99067)",polyline,5419-7880,,,,,,,
"LINESTRING (342.5791 31.83327, 342.09863 31.78159)",polyline,5425-6125,,,,,,,
"LINESTRING (217.39644 -25.46532, 217.35033 -25.05304)",polyline,5430-7921,,,,,,,
"LINESTRING (7.766889999999989 46.6828, 7.527739999999994 46.48925)",polyline,5439-7066,,,,,,,
"LINESTRING (254.13899 -12.83056, 254.0943 -13.17653)",polyline,5448-8418,,,,,,,
"LINESTRING (215.99274 -49.79765, 216.26694 -50.08367)",polyline,5491-7254,,,,,,,
"LINESTRING (214.85123 14.48345, 214.6608 14.80478)",polyline,5526-5561,,,,,,,
"LINESTRING (100.71217000000001 -11.75761, 100.66302999999999 -11.37822)",polyline,5536-7616,,,,,,,
"LINESTRING (29.685979999999972 -24.1885, 29.851440000000025 -23.96121)",polyline,5554-6518,,,,,,,
"LINESTRING (201.78174 13.74891, 201.63437 14.03956)",polyline,5558-6255,,,,,,,
"LINESTRING (115.66012999999998 40.06469, 115.57569999999998 39.64573)",polyline,5569-5740,,,,,,,
"LINESTRING (45.108630000000005 47.33354, 44.59285999999997 47.53677)",polyline,5572-8169,,,,,,,
"LINESTRING (282.98981 20.86101, 282.94458 21.09758)",polyline,5581-6056,,,,,,,
"LINESTRING (268.39032 9.5197, 268.48212 9.24121)",polyline,5604-5775,,,,,,,
"LINESTRING (183.75163 -0.63876, 183.63892 -0.78493)",polyline,5618-8361,,,,,,,
"LINESTRING (334.10431 2.88946, 333.70834 2.89897)",polyline,5623-8097,,,,,,,
"LINESTRING (152.15541 28.51389, 151.87251 28.85158)",polyline,5624-6159,,,,,,,
"LINESTRING (40.98505 -13.94824, 41.33258999999998 -13.79626)",polyline,5661-8629,,,,,,,
"LINESTRING (1.6201399999999921 -23.58254, 1.895399999999995 -23.30827)",polyline,5672-6854,,,,,,,
"LINESTRING (279.2168 -6.02755, 278.85294 -6.0542)",polyline,5734-6569,,,,,,,
"LINESTRING (223.29543 22.01487, 223.00514 22.2551)",polyline,5762-8740,,,,,,,
"LINESTRING (341.23038 31.43981, 341.42651 31.06494)",polyline,5774-6888,,,,,,,
"LINESTRING (119.77429000000001 34.3706, 119.30326 34.18228)",polyline,5776-5904,,,,,,,
"LINESTRING (89.59271000000001 -25.23996, 89.18703 -25.23228)",polyline,5802-7709,,,,,,,
"LINESTRING (344.18271 47.05317, 343.71515 46.8007)",polyline,5852-7989,,,,,,,
"LINESTRING (133.36659 -28.28897, 132.98164 -28.17951)",polyline,5899-6906,,,,,,,
"LINESTRING (192.72726 -6.78587, 192.51288 -6.97511)",polyline,5900-8590,,,,,,,
"LINESTRING (110.95951 54.03661, 111.63996 54.12478)",polyline,5916-6701,,,,,,,
"LINESTRING (97.00995999999998 -24.78636, 96.86021 -24.5028)",polyline,5925-6371,,,,,,,
"LINESTRING (278.04514 3.00193, 278.14285 3.38951)",polyline,5963-8320,,,,,,,
"LINESTRING (182.52818 58.64406, 182.20598 59.03051)",polyline,5965-6545,,,,,,,
"LINESTRING (74.6123 -52.03539, 74.61986999999999 -51.70698)",polyline,5967-6940,,,,,,,
"LINESTRING (228.34589 -9.71875, 228.62189 -9.7)",polyline,5968-7243,,,,,,,
"LINESTRING (71.50691 13.1508, 71.27494999999999 12.99225)",polyline,5975-8459,,,,,,,
"LINESTRING (328.25247 -10.34003, 328.09402 -9.96008)",polyline,5993-6470,,,,,,,
"LINESTRING (116.49833000000001 -22.1251, 116.77706 -22.25824)",polyline,5999-7577,,,,,,,
"LINESTRING (190.74757 -39.36869, 191.19914 -39.42273)",polyline,6058-8649,,,,,,,
"LINESTRING (207.12019 -52.06296, 207.47693 -52.41145)",polyline,6064-7908,,,,,,,
"LINESTRING (23.938570000000027 39.7079, 23.96857 39.3638)",polyline,6097-6920,,,,,,,
"LINESTRING (137.01402 -7.72592, 137.22108 -7.98672)",polyline,6106-6394,,,,,,,
"LINESTRING (158.43701 -9.89697, 158.45815 -10.20536)",polyline,6122-7301,,,,,,,
"LINESTRING (332.42896 9.13088, 332.7648 9.1956)",polyline,6213-7732,,,,,,,
"LINESTRING (255.24956 -2.36272, 254.87714 -2.41073)",polyline,6235-7635,,,,,,,
"LINESTRING (155.70139 -22.62609, 155.53745 -22.44116)",polyline,6247-6496,,,,,,,
"LINESTRING (312.91681 43.52943, 312.43527 43.62513)",polyline,6254-6968,,,,,,,
"LINESTRING (278.19363 17.44188, 278.07211 17.64649)",polyline,6289-8275,,,,,,,
"LINESTRING (311.40228 14.07451, 311.34537 13.90486)",polyline,6307-6802,,,,,,,
"LINESTRING (177.21088 24.01165, 176.82111 23.8806)",polyline,6308-6756,,,,,,,
"LINESTRING (118.49151999999998 45.61155, 119.01803999999998 45.70402)",polyline,6358-8723,,,,,,,
"LINESTRING (26.00639000000001 21.24483, 26.183659999999975 21.56899)",polyline,6382-7468,,,,,,,
"LINESTRING (0.0876799999999776 40.1768, 0.085329999999999 40.165)",polyline,6396-8065,,,,,,,
"LINESTRING (69.38783999999998 43.43597, 69.88983999999999 43.56513)",polyline,6517-8407,,,,,,,
"LINESTRING (250.23479 -17.99857, 250.33519 -18.31063)",polyline,6525-7072,,,,,,,
"LINESTRING (276.62381 26.23433, 276.87601 25.97309)",polyline,6532-6849,,,,,,,
"LINESTRING (38.81238999999999 8.36708, 38.99622999999997 8.03613)",polyline,6549-7103,,,,,,,
"LINESTRING (274.10538 -41.37652, 274.61084 -41.28954)",polyline,6564-8352,,,,,,,
"LINESTRING (192.89622 40.11768, 192.45003 39.92116)",polyline,6580-7772,,,,,,,
"LINESTRING (142.31528 2.59179, 142.68816 2.64317)",polyline,6608-8362,,,,,,,
"LINESTRING (345.16528 -41.98273, 344.72525 -41.95283)",polyline,6615-7645,,,,,,,
"LINESTRING (119.31234 0.34173, 119.08312999999998 0.5275)",polyline,6631-7359,,,,,,,
"LINESTRING (325.74408 38.53717, 325.28293 38.55778)",polyline,6643-8364,,,,,,,
"LINESTRING (242.56621 47.35997, 243.09073 47.52247)",polyline,6686-7565,,,,,,,
"LINESTRING (210.478 22.4451, 210.09007 22.44924)",polyline,6727-7022,,,,,,,
"LINESTRING (134.84222 -43.53984, 135.16106 -43.62011)",polyline,6745-7296,,,,,,,
"LINESTRING (86.02814999999998 54.29969, 85.75887999999998 54.18718)",polyline,6769-7148,,,,,,,
"LINESTRING (80.72879 -24.03148, 80.47841 -23.82827)",polyline,6786-8292,,,,,,,
"LINESTRING (194.8399 4.54, 195.08348 4.69756)",polyline,6803-8114,,,,,,,
"LINESTRING (77.78917999999999 -32.35679, 77.46949999999998 -32.2216)",polyline,6865-8709,,,,,,,
"LINESTRING (211.32832 -10.32663, 211.21848 -10.64575)",polyline,6955-7489,,,,,,,
"LINESTRING (171.98212 1.47102, 171.80704 1.18203)",polyline,7039-8125,,,,,,,
"LINESTRING (171.98212 1.47102, 172.21349 1.73269)",polyline,7039-8551,,,,,,,
"LINESTRING (14.768529999999998 -9.82857, 14.631019999999978 -9.55438)",polyline,7047-8778,,,,,,,
"LINESTRING (281.73889 10.85205, 282.11349 10.79785)",polyline,7071-7431,,,,,,,
"LINESTRING (117.44200000000001 -0.56673, 117.81684999999999 -0.62968)",polyline,7095-7845,,,,,,,
"LINESTRING (218.61026 13.34817, 218.40631 13.10709)",polyline,7161-8028,,,,,,,
"LINESTRING (192.7681 53.89135, 193.30457 53.67111)",polyline,7172-7275,,,,,,,
"LINESTRING (171.63834 0.96553, 171.80704 1.18203)",polyline,7228-8125,,,,,,,
"LINESTRING (27.842829999999992 -18.3268, 27.495949999999993 -18.37943)",polyline,7242-7538,,,,,,,
"LINESTRING (27.842829999999992 -18.3268, 27.72586000000001 -17.97369)",polyline,7242-8019,,,,,,,
"LINESTRING (38.97923000000003 22.71162, 39.27424000000002 22.50737)",polyline,7310-8452,,,,,,,
"LINESTRING (248.47673 -14.15447, 248.77219 -13.95877)",polyline,7449-7855,,,,,,,
"LINESTRING (156.32434 18.93312, 156.47836 18.59824)",polyline,7493-7954,,,,,,,
"LINESTRING (165.1162 35.5585, 164.85812 35.54609)",polyline,7501-7803,,,,,,,
"LINESTRING (168.44302 34.69752, 168.02934 34.62777)",polyline,7545-7825,,,,,,,
"LINESTRING (10.920889999999986 22.39466, 10.625279999999975 22.44451)",polyline,7585-8645,,,,,,,
"LINESTRING (275.88727 14.45808, 275.94116 14.17187)",polyline,7612-8313,,,,,,,
"LINESTRING (118.30171999999999 2.64772, 117.94105000000002 2.68387)",polyline,7705-8653,,,,,,,
"LINESTRING (275.91702 25.84094, 275.64987 25.95461)",polyline,7710-7978,,,,,,,
"LINESTRING (194.9668 18.89453, 195.28583 19.02718)",polyline,7760-8035,,,,,,,
"LINESTRING (117.79506 2.43773, 117.94105000000002 2.68387)",polyline,7990-8653,,,,,,,
"LINESTRING (252.40041 5.04493, 252.13618 5.23482)",polyline,7998-8015,,,,,,,
"LINESTRING (274.57578 -41.0104, 274.61084 -41.28954)",polyline,8082-8352,,,,,,,
"LINESTRING (205.76669 41.67023, 205.54604 41.97272)",polyline,8167-8578,,,,,,,
"LINESTRING (274.61084 -41.28954, 274.62378 -41.66984)",polyline,8352-8358,,,,,,,
"LINESTRING (53.87272999999999 21.99842, 53.4939 22.10592)",polyline,8433-8550,,,,,,,
"LINESTRING (41.22255999999999 19.02324, 41.539060000000006 19.17969)",polyline,8519-8533,,,,,,,
